year;universityId;subjectAreaId;InstitutionalValue;InternationalValue;NationalValue;SingleAuthorshipValue
2016;Białystok University of Technology;Earth and Planetary Sciences;8.666667;0.0;0.0;12.666667
2017;Białystok University of Technology;Earth and Planetary Sciences;2.0;0.0;1.5;2.8333333
2018;Białystok University of Technology;Earth and Planetary Sciences;3.9333334;0.33333334;5.5;2.4444444
2019;Białystok University of Technology;Earth and Planetary Sciences;0.6;2.5;2.75;0.3846154
2020;Białystok University of Technology;Earth and Planetary Sciences;0.0;1.6666666;3.5;5.0
2021;Białystok University of Technology;Earth and Planetary Sciences;1.5714285;2.0;8.0;0.0
2022;Białystok University of Technology;Earth and Planetary Sciences;0.6666667;0.5;0.5;0.0
2023;Białystok University of Technology;Earth and Planetary Sciences;0.0;0.0;0.0;0.0
2012;Cracow University of Technology;Earth and Planetary Sciences;0.0;13.0;3.0;5.0
2013;Cracow University of Technology;Earth and Planetary Sciences;0.6666667;1.5;5.25;5.0
2014;Cracow University of Technology;Earth and Planetary Sciences;11.0;2.0;6.0;2.0
2015;Cracow University of Technology;Earth and Planetary Sciences;4.714286;0.0;4.8333335;1.6
2016;Cracow University of Technology;Earth and Planetary Sciences;4.5;5.0;7.0;0.875
2017;Cracow University of Technology;Earth and Planetary Sciences;5.4545455;6.923077;4.6363635;2.72
2018;Cracow University of Technology;Earth and Planetary Sciences;3.1904762;9.066667;5.3913045;1.1666666
2019;Cracow University of Technology;Earth and Planetary Sciences;3.2857144;5.647059;2.9545455;1.3
2020;Cracow University of Technology;Earth and Planetary Sciences;3.3846154;5.875;8.555555;8.0
2021;Cracow University of Technology;Earth and Planetary Sciences;0.25;7.9;3.5;2.4
2022;Cracow University of Technology;Earth and Planetary Sciences;0.0;1.1428572;1.6666666;0.75
2023;Cracow University of Technology;Earth and Planetary Sciences;0.0;3.8;0.0;0.0
2012;University of Białystok;Earth and Planetary Sciences;3.0;71.0;0.0;0.0
2013;University of Białystok;Earth and Planetary Sciences;7.5;28.0;46.5;10.0
2014;University of Białystok;Earth and Planetary Sciences;8.5;47.75;13.8;5.6666665
2015;University of Białystok;Earth and Planetary Sciences;3.0;46.0;7.5;0.0
2016;University of Białystok;Earth and Planetary Sciences;10.0;131.6;12.0;8.0
2017;University of Białystok;Earth and Planetary Sciences;10.0;500.41666;11.0;12.0
2018;University of Białystok;Earth and Planetary Sciences;8.0;19.166666;13.166667;4.0
2019;University of Białystok;Earth and Planetary Sciences;6.0;51.42105;8.0;0.0
2020;University of Białystok;Earth and Planetary Sciences;5.0;189.27272;1.0;0.0
2021;University of Białystok;Earth and Planetary Sciences;0.0;53.411766;2.1666667;0.0
2022;University of Białystok;Earth and Planetary Sciences;0.0;7.0;2.0;0.0
2023;University of Białystok;Earth and Planetary Sciences;0.0;0.0;0.0;0.0
2012;Warsaw University of Technology;Earth and Planetary Sciences;19.454546;13.25;3.7142856;17.666666
2013;Warsaw University of Technology;Earth and Planetary Sciences;9.875;28.0;4.0;6.6363635
2014;Warsaw University of Technology;Earth and Planetary Sciences;7.9166665;11.9;10.846154;3.9
2015;Warsaw University of Technology;Earth and Planetary Sciences;0.6923077;16.0;46.083332;2.6875
2016;Warsaw University of Technology;Earth and Planetary Sciences;15.055555;13.363636;5.7;3.6
2017;Warsaw University of Technology;Earth and Planetary Sciences;4.2083335;157.4375;4.75;3.3846154
2018;Warsaw University of Technology;Earth and Planetary Sciences;3.1714287;9.9;6.3030305;3.4166667
2019;Warsaw University of Technology;Earth and Planetary Sciences;2.1296296;7.4;4.869565;3.1851852
2020;Warsaw University of Technology;Earth and Planetary Sciences;3.4705882;9.071428;5.3333335;7.625
2021;Warsaw University of Technology;Earth and Planetary Sciences;3.8181818;3.0;4.304348;1.2
2022;Warsaw University of Technology;Earth and Planetary Sciences;2.4545455;1.0;1.6666666;1.5
2023;Warsaw University of Technology;Earth and Planetary Sciences;0.0;0.85714287;0.0;0.0
2012;Poznan University of Economics and Business;Earth and Planetary Sciences;0.0;0.5;0.0;0.0
2013;Poznan University of Economics and Business;Earth and Planetary Sciences;0.0;0.0;0.0;1.0
2014;Poznan University of Economics and Business;Earth and Planetary Sciences;0.0;0.0;0.0;0.0
2015;Poznan University of Economics and Business;Earth and Planetary Sciences;0.0;0.0;1.5;0.0
2016;Poznan University of Economics and Business;Earth and Planetary Sciences;0.0;16.0;4.5;0.0
2017;Poznan University of Economics and Business;Earth and Planetary Sciences;4.0;0.0;0.0;0.5
2018;Poznan University of Economics and Business;Earth and Planetary Sciences;0.0;1.0;8.0;34.333332
2019;Poznan University of Economics and Business;Earth and Planetary Sciences;0.0;0.0;16.0;0.0
2020;Poznan University of Economics and Business;Earth and Planetary Sciences;1.0;4.0;3.0;0.0
2021;Poznan University of Economics and Business;Earth and Planetary Sciences;0.0;0.0;1.0;0.0
2022;Poznan University of Economics and Business;Earth and Planetary Sciences;0.0;4.5;0.0;0.0
2023;Poznan University of Economics and Business;Earth and Planetary Sciences;None;None;None;None
2012;AGH University of Science and Technology;Economics, Econometrics and Finance;34.0;11.0;8.5;12.0
2013;AGH University of Science and Technology;Economics, Econometrics and Finance;0.0;7.0;0.0;6.0
2014;AGH University of Science and Technology;Economics, Econometrics and Finance;40.333332;51.0;4.0;0.0
2015;AGH University of Science and Technology;Economics, Econometrics and Finance;6.5;16.0;0.0;2.0
2016;AGH University of Science and Technology;Economics, Econometrics and Finance;9.666667;0.0;19.5;5.5
2017;AGH University of Science and Technology;Economics, Econometrics and Finance;3.3333333;37.5;11.0;0.5
2018;AGH University of Science and Technology;Economics, Econometrics and Finance;5.6;6.0;9.75;0.5
2019;AGH University of Science and Technology;Economics, Econometrics and Finance;1.8;8.5;9.222222;2.1666667
2020;AGH University of Science and Technology;Economics, Econometrics and Finance;3.0;4.8;9.375;3.0
2021;AGH University of Science and Technology;Economics, Econometrics and Finance;9.428572;4.428571;0.33333334;1.0
2022;AGH University of Science and Technology;Economics, Econometrics and Finance;0.6666667;2.0;0.25;0.0
2023;AGH University of Science and Technology;Economics, Econometrics and Finance;0.0;0.0;0.0;0.0
2012;Białystok University of Technology;Economics, Econometrics and Finance;0.0;0.0;0.0;2.0
2013;Białystok University of Technology;Economics, Econometrics and Finance;7.3333335;0.0;4.0;3.4
2014;Białystok University of Technology;Economics, Econometrics and Finance;2.875;48.5;0.0;2.5
2015;Białystok University of Technology;Economics, Econometrics and Finance;3.875;10.333333;16.5;5.0
2016;Białystok University of Technology;Economics, Econometrics and Finance;7.5;8.0;22.0;9.2
2017;Białystok University of Technology;Economics, Econometrics and Finance;18.833334;0.0;4.4;3.8
2018;Białystok University of Technology;Economics, Econometrics and Finance;4.0;21.5;7.25;5.375
2019;Białystok University of Technology;Economics, Econometrics and Finance;5.0;11.0;1.75;3.3
2020;Białystok University of Technology;Economics, Econometrics and Finance;4.111111;7.75;11.333333;2.35
2021;Białystok University of Technology;Economics, Econometrics and Finance;1.5333333;2.3333333;1.7142857;1.4444444
2022;Białystok University of Technology;Economics, Econometrics and Finance;1.2307693;2.2857144;0.5;0.625
2023;Białystok University of Technology;Economics, Econometrics and Finance;None;None;None;None
2012;Cracow University of Technology;Economics, Econometrics and Finance;None;None;None;None
2013;Cracow University of Technology;Economics, Econometrics and Finance;31.0;0.0;25.0;0.0
2014;Cracow University of Technology;Economics, Econometrics and Finance;0.0;29.0;2.5;0.0
2015;Cracow University of Technology;Economics, Econometrics and Finance;0.6;0.0;0.0;0.0
2016;Cracow University of Technology;Economics, Econometrics and Finance;8.0;0.0;2.3333333;0.22222222
2017;Cracow University of Technology;Economics, Econometrics and Finance;39.5;0.0;0.0;0.16666667
2018;Cracow University of Technology;Economics, Econometrics and Finance;0.0;3.0;0.0;1.0
2019;Cracow University of Technology;Economics, Econometrics and Finance;26.0;0.0;18.0;0.51724136
2020;Cracow University of Technology;Economics, Econometrics and Finance;5.5;2.25;0.0;0.0
2021;Cracow University of Technology;Economics, Econometrics and Finance;0.0;2.5;2.3333333;0.0
2022;Cracow University of Technology;Economics, Econometrics and Finance;0.0;5.0;0.0;0.0
2023;Cracow University of Technology;Economics, Econometrics and Finance;0.0;0.0;0.0;0.0
2012;University of Białystok;Economics, Econometrics and Finance;0.0;0.0;0.0;10.0
2013;University of Białystok;Economics, Econometrics and Finance;0.0;0.0;5.0;5.0
2014;University of Białystok;Economics, Econometrics and Finance;0.0;4.0;0.0;0.0
2015;University of Białystok;Economics, Econometrics and Finance;3.0;0.0;11.0;3.5
2016;University of Białystok;Economics, Econometrics and Finance;1.0;0.0;0.0;7.857143
2017;University of Białystok;Economics, Econometrics and Finance;0.0;5.0;4.25;6.0
2018;University of Białystok;Economics, Econometrics and Finance;2.2;0.0;8.0;1.25
2019;University of Białystok;Economics, Econometrics and Finance;1.0;1.5;1.0;2.0
2020;University of Białystok;Economics, Econometrics and Finance;4.5;0.0;3.5;0.6666667
2021;University of Białystok;Economics, Econometrics and Finance;2.0;0.0;3.0;1.0
2022;University of Białystok;Economics, Econometrics and Finance;0.0;12.0;0.25;1.0
2023;University of Białystok;Economics, Econometrics and Finance;0.0;4.5;0.0;0.0
2012;Warsaw University of Technology;Economics, Econometrics and Finance;0.0;44.5;0.0;12.0
2013;Warsaw University of Technology;Economics, Econometrics and Finance;0.0;0.0;0.0;2.5
2014;Warsaw University of Technology;Economics, Econometrics and Finance;0.0;4.5;1.0;0.18181819
2015;Warsaw University of Technology;Economics, Econometrics and Finance;0.0;25.333334;0.0;3.25
2016;Warsaw University of Technology;Economics, Econometrics and Finance;4.909091;11.0;0.0;3.0
2017;Warsaw University of Technology;Economics, Econometrics and Finance;0.0;0.6;7.5;1.0
2018;Warsaw University of Technology;Economics, Econometrics and Finance;0.0;6.25;4.0;5.6
2019;Warsaw University of Technology;Economics, Econometrics and Finance;2.75;1.0;2.2;6.5
2020;Warsaw University of Technology;Economics, Econometrics and Finance;1.2857143;11.833333;1.375;1.074074
2021;Warsaw University of Technology;Economics, Econometrics and Finance;1.6363636;7.5;0.2;1.0555556
2022;Warsaw University of Technology;Economics, Econometrics and Finance;0.5;0.875;0.30769232;0.14285715
2023;Warsaw University of Technology;Economics, Econometrics and Finance;0.0;0.0;0.75;0.0
2012;Poznan University of Economics and Business;Economics, Econometrics and Finance;11.666667;7.3333335;14.75;3.4444444
2013;Poznan University of Economics and Business;Economics, Econometrics and Finance;6.75;3.0;3.6;1.7391304
2014;Poznan University of Economics and Business;Economics, Econometrics and Finance;1.4444444;2.0;3.0;6.2380953
2015;Poznan University of Economics and Business;Economics, Econometrics and Finance;3.2941177;4.0;6.8;8.4
2016;Poznan University of Economics and Business;Economics, Econometrics and Finance;3.7142856;16.1;7.733333;6.142857
2017;Poznan University of Economics and Business;Economics, Econometrics and Finance;8.0;9.5;11.166667;2.2692308
2018;Poznan University of Economics and Business;Economics, Econometrics and Finance;4.5;14.25;7.1666665;3.5333333
2019;Poznan University of Economics and Business;Economics, Econometrics and Finance;3.6923077;7.6363635;7.0;3.5
2020;Poznan University of Economics and Business;Economics, Econometrics and Finance;4.95;20.695652;6.6190476;1.3333334
2021;Poznan University of Economics and Business;Economics, Econometrics and Finance;4.4;12.216216;4.142857;2.3
2022;Poznan University of Economics and Business;Economics, Econometrics and Finance;0.90909094;5.9166665;2.0454545;0.47619048
2023;Poznan University of Economics and Business;Economics, Econometrics and Finance;0.75;0.25;0.0;0.0
2012;AGH University of Science and Technology;Energy;11.214286;87.0;12.8;19.222221
2013;AGH University of Science and Technology;Energy;23.875;27.75;11.045455;8.0
2014;AGH University of Science and Technology;Energy;10.5;28.6875;7.894737;10.75
2015;AGH University of Science and Technology;Energy;11.972222;19.566668;27.038462;9.833333
2016;AGH University of Science and Technology;Energy;9.32258;24.085714;12.333333;4.0
2017;AGH University of Science and Technology;Energy;7.2708335;17.595238;10.680555;6.6923075
2018;AGH University of Science and Technology;Energy;6.07563;24.01923;10.711864;6.857143
2019;AGH University of Science and Technology;Energy;7.5263157;14.246754;8.142858;3.4666667
2020;AGH University of Science and Technology;Energy;8.012048;22.116882;12.466666;8.523809
2021;AGH University of Science and Technology;Energy;4.453901;11.488372;6.707692;5.634146
2022;AGH University of Science and Technology;Energy;2.6725664;4.0;2.8854167;3.625
2023;AGH University of Science and Technology;Energy;0.64705884;0.9583333;0.2647059;0.0
2012;Białystok University of Technology;Energy;0.0;4.0;11.0;43.0
2013;Białystok University of Technology;Energy;16.0;10.0;0.0;15.0
2014;Białystok University of Technology;Energy;11.0;18.666666;35.0;1.5
2015;Białystok University of Technology;Energy;0.0;2.25;15.0;38.0
2016;Białystok University of Technology;Energy;7.25;0.0;8.666667;22.5
2017;Białystok University of Technology;Energy;2.857143;10.0;8.125;1.7857143
2018;Białystok University of Technology;Energy;7.090909;18.857143;10.4;2.0666666
2019;Białystok University of Technology;Energy;8.444445;7.857143;15.583333;1.0
2020;Białystok University of Technology;Energy;6.111111;11.043478;15.894737;9.875
2021;Białystok University of Technology;Energy;5.521739;3.8888888;9.076923;5.875
2022;Białystok University of Technology;Energy;1.9565217;3.0;2.6818182;2.75
2023;Białystok University of Technology;Energy;0.4;0.36363637;0.75;0.2
2012;Cracow University of Technology;Energy;18.0;19.5;0.0;0.5
2013;Cracow University of Technology;Energy;11.714286;25.0;33.75;2.7333333
2014;Cracow University of Technology;Energy;15.5;34.0;26.333334;7.0
2015;Cracow University of Technology;Energy;27.857143;12.857142;127.333336;13.833333
2016;Cracow University of Technology;Energy;14.35;37.57143;20.25;4.1666665
2017;Cracow University of Technology;Energy;12.730769;17.875;2.875;19.052631
2018;Cracow University of Technology;Energy;11.208333;10.083333;8.75;5.1904764
2019;Cracow University of Technology;Energy;5.630435;11.088235;8.043478;7.769231
2020;Cracow University of Technology;Energy;8.666667;12.157895;13.304348;14.571428
2021;Cracow University of Technology;Energy;4.3773584;9.125;5.909091;1.7692307
2022;Cracow University of Technology;Energy;2.6842105;3.3793104;2.413793;3.0
2023;Cracow University of Technology;Energy;0.36363637;0.6;0.45454547;0.14285715
2012;University of Białystok;Energy;0.0;21.0;0.0;0.0
2013;University of Białystok;Energy;7.25;77.0;2.0;0.0
2014;University of Białystok;Energy;15.0;0.0;4.0;0.0
2015;University of Białystok;Energy;2.4;3.0;0.0;0.0
2016;University of Białystok;Energy;0.0;38.5;0.0;3.0
2017;University of Białystok;Energy;0.0;12.0;0.0;1.0
2018;University of Białystok;Energy;11.0;17.0;0.0;0.0
2019;University of Białystok;Energy;0.0;0.0;9.5;1.0
2020;University of Białystok;Energy;20.0;4.0;4.0;3.0
2021;University of Białystok;Energy;0.0;3.0;3.5;0.0
2022;University of Białystok;Energy;0.0;7.0;1.6666666;0.0
2023;University of Białystok;Energy;0.0;1.0;0.0;0.0
2012;Warsaw University of Technology;Energy;9.454545;11.727273;2.8;28.0
2013;Warsaw University of Technology;Energy;9.56;47.793102;13.052631;11.25
2014;Warsaw University of Technology;Energy;11.5625;26.52174;13.947369;10.3
2015;Warsaw University of Technology;Energy;5.695652;28.533333;12.458333;18.142857
2016;Warsaw University of Technology;Energy;11.515152;25.655172;9.538462;7.125
2017;Warsaw University of Technology;Energy;10.034483;18.083334;9.0;9.733334
2018;Warsaw University of Technology;Energy;6.9;19.204546;9.277778;4.0
2019;Warsaw University of Technology;Energy;5.0882354;18.294117;5.8;3.25
2020;Warsaw University of Technology;Energy;7.808219;11.779661;7.4489794;4.875
2021;Warsaw University of Technology;Energy;3.8761904;7.6666665;5.752381;5.736842
2022;Warsaw University of Technology;Energy;1.7407408;3.378049;2.4615386;1.0
2023;Warsaw University of Technology;Energy;0.2777778;0.36666667;0.3548387;1.2857143
2012;Poznan University of Economics and Business;Energy;0.0;0.0;2.0;5.0
2013;Poznan University of Economics and Business;Energy;0.0;0.0;3.0;0.0
2014;Poznan University of Economics and Business;Energy;30.0;0.0;4.0;0.0
2015;Poznan University of Economics and Business;Energy;None;None;None;None
2016;Poznan University of Economics and Business;Energy;54.0;71.0;53.0;0.0
2017;Poznan University of Economics and Business;Energy;78.0;41.0;16.0;0.0
2018;Poznan University of Economics and Business;Energy;15.333333;3.3333333;65.0;23.0
2019;Poznan University of Economics and Business;Energy;13.5;11.0;19.11111;2.0
2020;Poznan University of Economics and Business;Energy;7.6;25.333334;11.636364;8.0
2021;Poznan University of Economics and Business;Energy;10.333333;11.555555;7.0740743;3.5
2022;Poznan University of Economics and Business;Energy;4.75;5.2222223;3.3;0.0
2023;Poznan University of Economics and Business;Energy;0.0;0.0;0.0;1.0
2012;AGH University of Science and Technology;Engineering;7.8636365;33.587097;10.697917;7.8194447
2013;AGH University of Science and Technology;Engineering;8.756757;27.993103;10.928;7.8863635
2014;AGH University of Science and Technology;Engineering;7.5031056;20.753164;10.710526;10.901099
2015;AGH University of Science and Technology;Engineering;7.1846156;28.864864;14.911215;7.567901
2016;AGH University of Science and Technology;Engineering;9.358491;28.490292;9.578059;6.414634
2017;AGH University of Science and Technology;Engineering;8.83391;23.435644;9.175439;7.513158
2018;AGH University of Science and Technology;Engineering;6.6379824;17.678715;7.8249025;6.258333
2019;AGH University of Science and Technology;Engineering;6.3773584;14.716102;7.8905473;8.2
2020;AGH University of Science and Technology;Engineering;3.9732442;13.294326;7.7393;4.6185565
2021;AGH University of Science and Technology;Engineering;3.8318841;8.828947;4.937743;5.295082
2022;AGH University of Science and Technology;Engineering;1.4631579;3.1230283;1.6557971;1.9014084
2023;AGH University of Science and Technology;Engineering;0.3529412;0.47826087;0.20779221;0.26923078
2012;Białystok University of Technology;Engineering;6.745098;19.88;5.0666666;7.5617976
2013;Białystok University of Technology;Engineering;7.867647;9.75;10.038462;9.56
2014;Białystok University of Technology;Engineering;6.3373494;7.25;9.225;8.7
2015;Białystok University of Technology;Engineering;6.6506023;7.904762;7.2173915;7.015625
2016;Białystok University of Technology;Engineering;6.1666665;10.568966;8.961538;6.8932037
2017;Białystok University of Technology;Engineering;6.9390244;6.3584905;7.3157897;6.860465
2018;Białystok University of Technology;Engineering;6.4693875;9.745763;3.909091;4.7881355
2019;Białystok University of Technology;Engineering;3.9885058;12.035714;7.885246;5.6703296
2020;Białystok University of Technology;Engineering;4.426087;7.4823527;7.0555553;2.9538462
2021;Białystok University of Technology;Engineering;3.3770492;8.946667;5.3454547;1.8235294
2022;Białystok University of Technology;Engineering;1.375;3.9101124;1.4754099;0.71794873
2023;Białystok University of Technology;Engineering;0.2631579;0.84375;0.31034482;0.05263158
2012;Cracow University of Technology;Engineering;12.125;22.058823;14.192307;6.868421
2013;Cracow University of Technology;Engineering;7.1621623;17.814816;10.533334;9.722222
2014;Cracow University of Technology;Engineering;9.76087;18.275;10.363636;6.5974026
2015;Cracow University of Technology;Engineering;10.2972975;16.384615;18.6;7.4133334
2016;Cracow University of Technology;Engineering;10.828359;21.076923;9.050847;6.5471697
2017;Cracow University of Technology;Engineering;7.848214;34.826088;8.371795;5.5454545
2018;Cracow University of Technology;Engineering;5.1235294;11.65625;7.0;5.12931
2019;Cracow University of Technology;Engineering;4.134078;11.961538;6.6126127;2.2857144
2020;Cracow University of Technology;Engineering;4.8923078;10.155844;7.1919193;2.3414633
2021;Cracow University of Technology;Engineering;2.9847329;6.7265625;4.2814813;1.6
2022;Cracow University of Technology;Engineering;1.6666666;3.827869;1.7560976;0.6969697
2023;Cracow University of Technology;Engineering;0.2413793;0.5510204;0.26666668;0.2631579
2012;University of Białystok;Engineering;12.0;7.5;0.0;1.0
2013;University of Białystok;Engineering;11.166667;2.0;4.0;5.0
2014;University of Białystok;Engineering;8.75;5.2222223;6.2;0.0
2015;University of Białystok;Engineering;7.4166665;17.75;22.4;0.0
2016;University of Białystok;Engineering;3.2;13.714286;21.375;7.0
2017;University of Białystok;Engineering;6.0;5.5555553;7.142857;1.5
2018;University of Białystok;Engineering;11.5;7.5555553;15.0;3.0
2019;University of Białystok;Engineering;1.2;11.8;11.75;0.0
2020;University of Białystok;Engineering;7.0;17.142857;3.5;1.3333334
2021;University of Białystok;Engineering;3.0;4.714286;4.3636365;1.0
2022;University of Białystok;Engineering;1.5714285;2.25;1.6;1.0
2023;University of Białystok;Engineering;1.0;1.5;0.14285715;0.0
2012;Warsaw University of Technology;Engineering;10.310606;21.018293;11.067357;6.5866666
2013;Warsaw University of Technology;Engineering;8.166667;24.479797;8.97449;11.256411
2014;Warsaw University of Technology;Engineering;8.261333;23.900475;7.54023;5.3756905
2015;Warsaw University of Technology;Engineering;7.1568627;17.86547;10.25;10.223404
2016;Warsaw University of Technology;Engineering;5.818182;23.742188;9.683761;5.0851064
2017;Warsaw University of Technology;Engineering;7.326923;17.574533;8.665663;4.139394
2018;Warsaw University of Technology;Engineering;3.9854772;14.281632;6.681416;3.9248555
2019;Warsaw University of Technology;Engineering;4.8548813;12.835294;6.816547;3.5526316
2020;Warsaw University of Technology;Engineering;4.321149;10.407285;4.530686;2.189394
2021;Warsaw University of Technology;Engineering;2.9623826;6.8714733;3.8615818;2.3783784
2022;Warsaw University of Technology;Engineering;1.1493056;2.8566878;1.6503067;0.6923077
2023;Warsaw University of Technology;Engineering;0.21505377;0.32352942;0.14414415;0.275
2012;Poznan University of Economics and Business;Engineering;0.0;22.0;55.333332;1.3333334
2013;Poznan University of Economics and Business;Engineering;12.2;7.0;8.571428;2.2222223
2014;Poznan University of Economics and Business;Engineering;7.8;1.6666666;29.833334;0.75
2015;Poznan University of Economics and Business;Engineering;8.615385;6.5;12.666667;3.0
2016;Poznan University of Economics and Business;Engineering;2.8;1.4;15.666667;9.0
2017;Poznan University of Economics and Business;Engineering;20.428572;17.0;22.714285;2.8666666
2018;Poznan University of Economics and Business;Engineering;16.0;2.1666667;9.333333;2.3333333
2019;Poznan University of Economics and Business;Engineering;6.625;6.571429;11.3529415;3.5454545
2020;Poznan University of Economics and Business;Engineering;1.6666666;6.8333335;13.444445;21.0
2021;Poznan University of Economics and Business;Engineering;4.0;9.090909;7.4814816;2.6
2022;Poznan University of Economics and Business;Engineering;3.8;1.9285715;2.875;0.11111111
2023;Poznan University of Economics and Business;Engineering;0.0;0.0;0.0;1.0
2012;AGH University of Science and Technology;Environmental Science;5.3913045;52.764706;16.9375;15.75
2013;AGH University of Science and Technology;Environmental Science;5.7916665;21.846153;18.588236;8.2
2014;AGH University of Science and Technology;Environmental Science;19.2;22.0;20.22857;14.866667
2015;AGH University of Science and Technology;Environmental Science;12.115385;30.407408;23.571428;10.714286
2016;AGH University of Science and Technology;Environmental Science;7.1489363;22.5;17.626507;3.8846154
2017;AGH University of Science and Technology;Environmental Science;8.403669;27.666666;14.132653;5.3714285
2018;AGH University of Science and Technology;Environmental Science;4.318584;19.136364;11.148648;6.365854
2019;AGH University of Science and Technology;Environmental Science;5.5923076;19.314285;6.059406;5.2884617
2020;AGH University of Science and Technology;Environmental Science;6.482143;23.561403;8.9;5.111111
2021;AGH University of Science and Technology;Environmental Science;4.4680853;12.381818;5.135135;2.9444444
2022;AGH University of Science and Technology;Environmental Science;2.7567568;3.637931;2.3030303;1.75
2023;AGH University of Science and Technology;Environmental Science;0.16666667;0.78571427;0.2;0.0
2012;Białystok University of Technology;Environmental Science;1.0;0.0;2.0;7.714286
2013;Białystok University of Technology;Environmental Science;9.375;0.0;0.5;2.9285715
2014;Białystok University of Technology;Environmental Science;7.2;0.0;8.5;9.388889
2015;Białystok University of Technology;Environmental Science;7.148148;3.0;14.2;8.294118
2016;Białystok University of Technology;Environmental Science;8.62963;7.625;12.818182;6.875
2017;Białystok University of Technology;Environmental Science;5.862069;8.142858;6.571429;7.35
2018;Białystok University of Technology;Environmental Science;8.44;13.538462;8.764706;2.8064516
2019;Białystok University of Technology;Environmental Science;7.821429;9.090909;10.62963;1.8484849
2020;Białystok University of Technology;Environmental Science;6.5925927;9.615385;12.238095;3.0
2021;Białystok University of Technology;Environmental Science;2.347826;11.083333;7.714286;3.8461537
2022;Białystok University of Technology;Environmental Science;0.88461536;2.7142856;1.7272727;0.5
2023;Białystok University of Technology;Environmental Science;0.16666667;0.0;1.1818181;0.0
2012;Cracow University of Technology;Environmental Science;21.166666;14.0;10.0;4.4
2013;Cracow University of Technology;Environmental Science;1.8571428;8.8;4.5;2.75
2014;Cracow University of Technology;Environmental Science;6.5555553;7.0;9.6;8.0
2015;Cracow University of Technology;Environmental Science;21.153847;26.0;56.88889;6.4545455
2016;Cracow University of Technology;Environmental Science;10.9;14.0;11.142858;2.8181818
2017;Cracow University of Technology;Environmental Science;11.21875;29.333334;7.785714;2.6666667
2018;Cracow University of Technology;Environmental Science;9.96875;13.266666;13.527778;4.8
2019;Cracow University of Technology;Environmental Science;5.559322;10.6875;11.297873;5.32
2020;Cracow University of Technology;Environmental Science;7.296296;12.1;9.636364;12.090909
2021;Cracow University of Technology;Environmental Science;4.6136365;7.4324327;5.631579;2.4285715
2022;Cracow University of Technology;Environmental Science;3.9375;2.5588236;1.3684211;1.25
2023;Cracow University of Technology;Environmental Science;0.5714286;1.6470588;0.33333334;1.0
2012;University of Białystok;Environmental Science;15.285714;48.142857;32.2;51.0
2013;University of Białystok;Environmental Science;20.333334;23.4;10.8;10.0
2014;University of Białystok;Environmental Science;18.11111;57.0;20.0;4.0
2015;University of Białystok;Environmental Science;10.666667;5.3333335;10.0;10.0
2016;University of Białystok;Environmental Science;15.0;13.0;17.6;0.0
2017;University of Białystok;Environmental Science;13.25;17.0;16.0;5.1666665
2018;University of Białystok;Environmental Science;9.333333;35.583332;10.0;0.0
2019;University of Białystok;Environmental Science;12.9;11.333333;12.0;0.5
2020;University of Białystok;Environmental Science;18.0;30.615385;5.714286;1.2
2021;University of Białystok;Environmental Science;14.125;7.714286;5.428571;0.0
2022;University of Białystok;Environmental Science;2.0;4.047619;1.4117647;0.5
2023;University of Białystok;Environmental Science;0.0;1.4444444;0.0;0.0
2012;Warsaw University of Technology;Environmental Science;8.944445;26.545454;11.857142;5.0625
2013;Warsaw University of Technology;Environmental Science;14.2;21.6;11.28;10.384615
2014;Warsaw University of Technology;Environmental Science;21.52381;37.285713;7.4;2.5714285
2015;Warsaw University of Technology;Environmental Science;15.727273;29.066668;13.142858;3.3333333
2016;Warsaw University of Technology;Environmental Science;11.764706;34.333332;9.611111;6.3
2017;Warsaw University of Technology;Environmental Science;10.630435;27.615385;13.54902;5.625
2018;Warsaw University of Technology;Environmental Science;6.3728814;23.75;9.142858;5.740741
2019;Warsaw University of Technology;Environmental Science;4.8533335;14.558824;5.071429;1.75
2020;Warsaw University of Technology;Environmental Science;8.833333;15.333333;8.976191;4.1578946
2021;Warsaw University of Technology;Environmental Science;3.3265307;6.148148;4.7288136;4.0
2022;Warsaw University of Technology;Environmental Science;1.7142857;2.4444444;2.0491803;1.625
2023;Warsaw University of Technology;Environmental Science;0.22222222;0.5;0.17391305;0.7
2012;Poznan University of Economics and Business;Environmental Science;2.0;5.0;2.0;0.0
2013;Poznan University of Economics and Business;Environmental Science;12.5;8.0;3.0;0.0
2014;Poznan University of Economics and Business;Environmental Science;27.0;13.0;23.333334;0.0
2015;Poznan University of Economics and Business;Environmental Science;23.5;15.0;15.5;0.0
2016;Poznan University of Economics and Business;Environmental Science;21.0;30.0;23.333334;0.0
2017;Poznan University of Economics and Business;Environmental Science;27.333334;29.5;16.0;1.5
2018;Poznan University of Economics and Business;Environmental Science;13.666667;9.125;65.0;20.0
2019;Poznan University of Economics and Business;Environmental Science;13.666667;10.333333;16.0;6.0
2020;Poznan University of Economics and Business;Environmental Science;6.428571;16.666666;11.266666;7.6666665
2021;Poznan University of Economics and Business;Environmental Science;14.0;5.0;5.0;3.2
2022;Poznan University of Economics and Business;Environmental Science;0.875;3.3;2.3846154;0.2857143
2023;Poznan University of Economics and Business;Environmental Science;0.0;0.0;0.0;0.0
2012;AGH University of Science and Technology;Immunology and Microbiology;None;None;None;None
