year;universityId;subjectAreaId;InstitutionalValue;InternationalValue;NationalValue;SingleAuthorshipValue;InstitutionalPercentageValue;InternationalPercentageValue;NationalPercentageValue;SingleAuthorshipPercentageValue
2015;Cracow University of Technology;Engineering;111.0;39.0;55.0;75.0;39.64286;13.928572;19.642857;26.785713
2016;Cracow University of Technology;Engineering;134.0;39.0;59.0;106.0;39.64497;11.538462;17.455622;31.360949
2017;Cracow University of Technology;Engineering;112.0;46.0;78.0;77.0;35.78275;14.696486;24.920128;24.60064
2018;Cracow University of Technology;Engineering;170.0;64.0;115.0;116.0;36.55914;13.763441;24.731182;24.946236
2019;Cracow University of Technology;Engineering;179.0;78.0;111.0;203.0;31.34851;13.660245;19.439579;35.551662
2020;Cracow University of Technology;Engineering;130.0;77.0;99.0;82.0;33.505154;19.84536;25.515465;21.13402
2021;Cracow University of Technology;Engineering;131.0;128.0;135.0;55.0;29.175945;28.507795;30.066814;12.249443
2022;Cracow University of Technology;Engineering;87.0;122.0;82.0;33.0;26.85185;37.654324;25.308641;10.185185
2023;Cracow University of Technology;Engineering;29.0;49.0;30.0;19.0;22.834644;38.582676;23.622047;14.96063
2012;University of Białystok;Engineering;1.0;6.0;1.0;1.0;11.111112;66.66667;11.111112;11.111112
2013;University of Białystok;Engineering;6.0;3.0;3.0;2.0;42.857143;21.428572;21.428572;14.285715
2014;University of Białystok;Engineering;4.0;9.0;5.0;1.0;21.052631;47.368423;26.31579;5.263158
2015;University of Białystok;Engineering;12.0;12.0;5.0;2.0;38.709675;38.709675;16.129032;6.4516125
2016;University of Białystok;Engineering;5.0;7.0;8.0;1.0;23.809525;33.333336;38.095238;4.7619047
2017;University of Białystok;Engineering;3.0;9.0;7.0;2.0;14.285715;42.857143;33.333336;9.523809
2018;University of Białystok;Engineering;2.0;9.0;7.0;2.0;10.0;45.0;35.0;10.0
2019;University of Białystok;Engineering;5.0;5.0;4.0;0.0;35.714287;35.714287;28.57143;0.0
2020;University of Białystok;Engineering;1.0;7.0;8.0;3.0;5.263158;36.842106;42.105263;15.789473
2021;University of Białystok;Engineering;3.0;7.0;22.0;1.0;9.090909;21.212122;66.66667;3.030303
2022;University of Białystok;Engineering;7.0;4.0;15.0;2.0;25.0;14.285715;53.571426;7.1428576
2023;University of Białystok;Engineering;1.0;2.0;7.0;0.0;10.0;20.0;70.0;0.0
2012;Warsaw University of Technology;Engineering;264.0;164.0;193.0;150.0;34.241245;21.271076;25.032425;19.455252
2013;Warsaw University of Technology;Engineering;318.0;198.0;196.0;156.0;36.635944;22.81106;22.580645;17.972351
2014;Warsaw University of Technology;Engineering;375.0;211.0;261.0;181.0;36.4786;20.525291;25.389105;17.607004
2015;Warsaw University of Technology;Engineering;408.0;223.0;308.0;188.0;36.202305;19.787045;27.329191;16.681456
2016;Warsaw University of Technology;Engineering;462.0;256.0;351.0;235.0;35.429447;19.6319;26.917177;18.021471
2017;Warsaw University of Technology;Engineering;416.0;322.0;332.0;165.0;33.68421;26.072874;26.882591;13.360325
2018;Warsaw University of Technology;Engineering;482.0;245.0;339.0;173.0;38.90234;19.774012;27.360777;13.962873
2019;Warsaw University of Technology;Engineering;379.0;255.0;278.0;152.0;35.6203;23.966166;26.12782;14.285715
2020;Warsaw University of Technology;Engineering;383.0;302.0;277.0;132.0;35.00914;27.60512;25.319927;12.065814
2021;Warsaw University of Technology;Engineering;319.0;319.0;354.0;111.0;28.921124;28.921124;32.094288;10.063463
2022;Warsaw University of Technology;Engineering;288.0;314.0;326.0;91.0;28.263002;30.814526;31.99215;8.930324
2023;Warsaw University of Technology;Engineering;93.0;102.0;111.0;40.0;26.878613;29.479769;32.080925;11.560694
2012;Poznan University of Economics and Business;Engineering;0.0;4.0;3.0;3.0;0.0;40.0;30.000002;30.000002
2013;Poznan University of Economics and Business;Engineering;5.0;2.0;7.0;9.0;21.73913;8.695652;30.434782;39.130436
2014;Poznan University of Economics and Business;Engineering;5.0;3.0;6.0;4.0;27.777779;16.666668;33.333336;22.222223
2015;Poznan University of Economics and Business;Engineering;13.0;6.0;3.0;5.0;48.148148;22.222223;11.111112;18.518518
2016;Poznan University of Economics and Business;Engineering;5.0;5.0;6.0;1.0;29.411766;29.411766;35.294117;5.882353
2017;Poznan University of Economics and Business;Engineering;7.0;7.0;7.0;15.0;19.444445;19.444445;19.444445;41.666664
2018;Poznan University of Economics and Business;Engineering;7.0;6.0;9.0;3.0;28.0;24.0;36.0;12.0
2019;Poznan University of Economics and Business;Engineering;16.0;7.0;17.0;11.0;31.372551;13.725491;33.333336;21.568628
2020;Poznan University of Economics and Business;Engineering;12.0;12.0;9.0;4.0;32.43243;32.43243;24.324326;10.810811
2021;Poznan University of Economics and Business;Engineering;3.0;11.0;27.0;5.0;6.521739;23.913044;58.69565;10.869565
2022;Poznan University of Economics and Business;Engineering;10.0;14.0;16.0;9.0;20.408163;28.57143;32.65306;18.367348
2023;Poznan University of Economics and Business;Engineering;2.0;1.0;3.0;1.0;28.57143;14.285715;42.857143;14.285715
2012;AGH University of Science and Technology;Environmental Science;23.0;17.0;16.0;8.0;35.9375;26.5625;25.0;12.5
2013;AGH University of Science and Technology;Environmental Science;24.0;13.0;34.0;10.0;29.62963;16.049381;41.975307;12.345679
2014;AGH University of Science and Technology;Environmental Science;30.0;19.0;35.0;15.0;30.303032;19.19192;35.353535;15.151516
2015;AGH University of Science and Technology;Environmental Science;26.0;27.0;35.0;14.0;25.490198;26.470589;34.31373;13.725491
2016;AGH University of Science and Technology;Environmental Science;94.0;30.0;83.0;26.0;40.343346;12.875536;35.62232;11.158798
2017;AGH University of Science and Technology;Environmental Science;109.0;33.0;98.0;35.0;39.636364;12.0;35.636364;12.727272
2018;AGH University of Science and Technology;Environmental Science;113.0;44.0;74.0;41.0;41.544117;16.176472;27.205881;15.073529
2019;AGH University of Science and Technology;Environmental Science;130.0;70.0;101.0;52.0;36.827194;19.830029;28.611898;14.730878
2020;AGH University of Science and Technology;Environmental Science;56.0;57.0;70.0;27.0;26.666668;27.142859;33.333336;12.857143
2021;AGH University of Science and Technology;Environmental Science;47.0;55.0;74.0;18.0;24.226805;28.350513;38.14433;9.27835
2022;AGH University of Science and Technology;Environmental Science;37.0;58.0;66.0;8.0;21.893492;34.319527;39.053257;4.733728
2023;AGH University of Science and Technology;Environmental Science;6.0;28.0;20.0;4.0;10.344828;48.27586;34.482758;6.8965516
2012;Białystok University of Technology;Environmental Science;2.0;0.0;1.0;7.0;20.0;0.0;10.0;70.0
2013;Białystok University of Technology;Environmental Science;8.0;0.0;2.0;14.0;33.333336;0.0;8.333334;58.333332
2014;Białystok University of Technology;Environmental Science;15.0;0.0;4.0;18.0;40.54054;0.0;10.810811;48.64865
2015;Białystok University of Technology;Environmental Science;27.0;2.0;10.0;17.0;48.214287;3.5714288;17.857143;30.357143
2016;Białystok University of Technology;Environmental Science;27.0;8.0;11.0;8.0;50.0;14.814815;20.37037;14.814815
2017;Białystok University of Technology;Environmental Science;29.0;7.0;21.0;20.0;37.662334;9.090909;27.272728;25.974026
2018;Białystok University of Technology;Environmental Science;50.0;13.0;17.0;31.0;45.045044;11.711712;15.315315;27.927929
2019;Białystok University of Technology;Environmental Science;28.0;11.0;27.0;33.0;28.282827;11.111112;27.272728;33.333336
2020;Białystok University of Technology;Environmental Science;27.0;13.0;21.0;24.0;31.764708;15.294118;24.705883;28.235296
2021;Białystok University of Technology;Environmental Science;23.0;12.0;28.0;13.0;30.263159;15.789473;36.842106;17.105263
2022;Białystok University of Technology;Environmental Science;26.0;21.0;33.0;12.0;28.260868;22.826088;35.869564;13.043478
2023;Białystok University of Technology;Environmental Science;6.0;7.0;11.0;1.0;24.0;28.0;44.0;4.0
2012;Cracow University of Technology;Environmental Science;6.0;4.0;4.0;5.0;31.578945;21.052631;21.052631;26.31579
2013;Cracow University of Technology;Environmental Science;7.0;5.0;8.0;8.0;25.0;17.857143;28.57143;28.57143
2014;Cracow University of Technology;Environmental Science;9.0;3.0;5.0;11.0;32.142857;10.714286;17.857143;39.285713
2015;Cracow University of Technology;Environmental Science;13.0;5.0;9.0;11.0;34.210526;13.157895;23.684212;28.947369
2016;Cracow University of Technology;Environmental Science;20.0;6.0;21.0;11.0;34.482758;10.344828;36.206894;18.965517
2017;Cracow University of Technology;Environmental Science;32.0;9.0;28.0;21.0;35.555557;10.0;31.111113;23.333334
2018;Cracow University of Technology;Environmental Science;32.0;15.0;36.0;20.0;31.06796;14.5631075;34.951458;19.417475
2019;Cracow University of Technology;Environmental Science;59.0;32.0;47.0;25.0;36.19632;19.6319;28.834354;15.337424
2020;Cracow University of Technology;Environmental Science;27.0;20.0;22.0;11.0;33.75;25.0;27.5;13.75
2021;Cracow University of Technology;Environmental Science;44.0;37.0;38.0;14.0;33.082706;27.81955;28.57143;10.526316
2022;Cracow University of Technology;Environmental Science;32.0;34.0;38.0;8.0;28.57143;30.357143;33.92857;7.1428576
2023;Cracow University of Technology;Environmental Science;7.0;17.0;9.0;1.0;20.588236;50.0;26.470589;2.9411764
2012;University of Białystok;Environmental Science;7.0;7.0;5.0;3.0;31.818182;31.818182;22.727274;13.636364
2013;University of Białystok;Environmental Science;9.0;5.0;5.0;1.0;45.0;25.0;25.0;5.0
2014;University of Białystok;Environmental Science;9.0;1.0;3.0;5.0;50.0;5.555556;16.666668;27.777779
2015;University of Białystok;Environmental Science;9.0;3.0;2.0;2.0;56.25;18.75;12.5;12.5
2016;University of Białystok;Environmental Science;5.0;4.0;5.0;0.0;35.714287;28.57143;35.714287;0.0
2017;University of Białystok;Environmental Science;4.0;3.0;8.0;6.0;19.047619;14.285715;38.095238;28.57143
2018;University of Białystok;Environmental Science;3.0;12.0;7.0;0.0;13.636364;54.545456;31.818182;0.0
2019;University of Białystok;Environmental Science;10.0;9.0;13.0;2.0;29.411766;26.470589;38.235294;5.882353
2020;University of Białystok;Environmental Science;4.0;13.0;7.0;5.0;13.793103;44.827587;24.13793;17.241379
2021;University of Białystok;Environmental Science;8.0;14.0;14.0;1.0;21.621622;37.837837;37.837837;2.7027028
2022;University of Białystok;Environmental Science;7.0;21.0;17.0;4.0;14.285715;42.857143;34.69388;8.163265
2023;University of Białystok;Environmental Science;2.0;9.0;6.0;1.0;11.111112;50.0;33.333336;5.555556
2012;Warsaw University of Technology;Environmental Science;18.0;11.0;14.0;16.0;30.508474;18.644068;23.728813;27.118645
2013;Warsaw University of Technology;Environmental Science;20.0;5.0;25.0;13.0;31.746033;7.936508;39.68254;20.63492
2014;Warsaw University of Technology;Environmental Science;21.0;14.0;20.0;7.0;33.870968;22.580645;32.258064;11.290322
2015;Warsaw University of Technology;Environmental Science;22.0;15.0;28.0;12.0;28.57143;19.480518;36.363636;15.584415
2016;Warsaw University of Technology;Environmental Science;34.0;21.0;36.0;10.0;33.663364;20.79208;35.643566;9.9009905
2017;Warsaw University of Technology;Environmental Science;46.0;26.0;51.0;8.0;35.114502;19.847328;38.931297;6.10687
2018;Warsaw University of Technology;Environmental Science;59.0;36.0;49.0;27.0;34.502922;21.052631;28.654972;15.789473
2019;Warsaw University of Technology;Environmental Science;75.0;34.0;56.0;24.0;39.68254;17.989418;29.62963;12.698414
2020;Warsaw University of Technology;Environmental Science;48.0;33.0;42.0;19.0;33.802814;23.239437;29.577463;13.380281
2021;Warsaw University of Technology;Environmental Science;49.0;27.0;59.0;11.0;33.561646;18.49315;40.41096;7.534247
2022;Warsaw University of Technology;Environmental Science;35.0;36.0;61.0;8.0;25.0;25.714287;43.571426;5.714286
2023;Warsaw University of Technology;Environmental Science;18.0;22.0;23.0;10.0;24.657534;30.136988;31.506847;13.69863
2012;Poznan University of Economics and Business;Environmental Science;1.0;1.0;1.0;0.0;33.333336;33.333336;33.333336;0.0
2013;Poznan University of Economics and Business;Environmental Science;2.0;2.0;2.0;0.0;33.333336;33.333336;33.333336;0.0
2014;Poznan University of Economics and Business;Environmental Science;2.0;1.0;3.0;0.0;33.333336;16.666668;50.0;0.0
2015;Poznan University of Economics and Business;Environmental Science;2.0;1.0;6.0;0.0;22.222223;11.111112;66.66667;0.0
2016;Poznan University of Economics and Business;Environmental Science;3.0;2.0;6.0;2.0;23.076923;15.384616;46.153847;15.384616
2017;Poznan University of Economics and Business;Environmental Science;3.0;2.0;1.0;2.0;37.5;25.0;12.5;25.0
2018;Poznan University of Economics and Business;Environmental Science;6.0;8.0;1.0;2.0;35.294117;47.058823;5.882353;11.764706
2019;Poznan University of Economics and Business;Environmental Science;3.0;3.0;17.0;2.0;12.0;12.0;68.0;8.0
2020;Poznan University of Economics and Business;Environmental Science;7.0;9.0;15.0;6.0;18.918919;24.324326;40.54054;16.216215
2021;Poznan University of Economics and Business;Environmental Science;3.0;10.0;20.0;5.0;7.8947363;26.31579;52.63158;13.157895
2022;Poznan University of Economics and Business;Environmental Science;8.0;10.0;13.0;7.0;21.052631;26.31579;34.210526;18.421053
2023;Poznan University of Economics and Business;Environmental Science;2.0;3.0;2.0;0.0;28.57143;42.857143;28.57143;0.0
2012;AGH University of Science and Technology;Immunology and Microbiology;None;None;None;None;None;None;None;None
2013;AGH University of Science and Technology;Immunology and Microbiology;0.0;2.0;3.0;0.0;0.0;40.0;60.000004;0.0
2014;AGH University of Science and Technology;Immunology and Microbiology;0.0;0.0;5.0;0.0;0.0;0.0;100.0;0.0
2015;AGH University of Science and Technology;Immunology and Microbiology;0.0;1.0;2.0;1.0;0.0;25.0;50.0;25.0
2016;AGH University of Science and Technology;Immunology and Microbiology;2.0;1.0;2.0;1.0;33.333336;16.666668;33.333336;16.666668
2017;AGH University of Science and Technology;Immunology and Microbiology;1.0;1.0;3.0;0.0;20.0;20.0;60.000004;0.0
2018;AGH University of Science and Technology;Immunology and Microbiology;0.0;0.0;4.0;2.0;0.0;0.0;66.66667;33.333336
2019;AGH University of Science and Technology;Immunology and Microbiology;0.0;1.0;5.0;0.0;0.0;16.666668;83.33333;0.0
2020;AGH University of Science and Technology;Immunology and Microbiology;0.0;2.0;4.0;0.0;0.0;33.333336;66.66667;0.0
2021;AGH University of Science and Technology;Immunology and Microbiology;0.0;1.0;3.0;0.0;0.0;25.0;75.0;0.0
2022;AGH University of Science and Technology;Immunology and Microbiology;1.0;2.0;5.0;0.0;12.5;25.0;62.5;0.0
2023;AGH University of Science and Technology;Immunology and Microbiology;0.0;0.0;2.0;0.0;0.0;0.0;100.0;0.0
2012;Białystok University of Technology;Immunology and Microbiology;None;None;None;None;None;None;None;None
2013;Białystok University of Technology;Immunology and Microbiology;0.0;0.0;1.0;0.0;0.0;0.0;100.0;0.0
2014;Białystok University of Technology;Immunology and Microbiology;0.0;0.0;1.0;0.0;0.0;0.0;100.0;0.0
2015;Białystok University of Technology;Immunology and Microbiology;0.0;1.0;1.0;0.0;0.0;50.0;50.0;0.0
2016;Białystok University of Technology;Immunology and Microbiology;0.0;0.0;1.0;0.0;0.0;0.0;100.0;0.0
2017;Białystok University of Technology;Immunology and Microbiology;None;None;None;None;None;None;None;None
2018;Białystok University of Technology;Immunology and Microbiology;0.0;2.0;3.0;0.0;0.0;40.0;60.000004;0.0
2019;Białystok University of Technology;Immunology and Microbiology;1.0;1.0;3.0;0.0;20.0;20.0;60.000004;0.0
2020;Białystok University of Technology;Immunology and Microbiology;0.0;0.0;5.0;0.0;0.0;0.0;100.0;0.0
2021;Białystok University of Technology;Immunology and Microbiology;0.0;1.0;1.0;0.0;0.0;50.0;50.0;0.0
2022;Białystok University of Technology;Immunology and Microbiology;1.0;1.0;5.0;1.0;12.5;12.5;62.5;12.5
2023;Białystok University of Technology;Immunology and Microbiology;0.0;0.0;1.0;0.0;0.0;0.0;100.0;0.0
2012;Cracow University of Technology;Immunology and Microbiology;None;None;None;None;None;None;None;None
2013;Cracow University of Technology;Immunology and Microbiology;1.0;0.0;2.0;0.0;33.333336;0.0;66.66667;0.0
2014;Cracow University of Technology;Immunology and Microbiology;None;None;None;None;None;None;None;None
2015;Cracow University of Technology;Immunology and Microbiology;0.0;1.0;0.0;0.0;0.0;100.0;0.0;0.0
2016;Cracow University of Technology;Immunology and Microbiology;None;None;None;None;None;None;None;None
2017;Cracow University of Technology;Immunology and Microbiology;0.0;1.0;0.0;0.0;0.0;100.0;0.0;0.0
2018;Cracow University of Technology;Immunology and Microbiology;0.0;0.0;1.0;0.0;0.0;0.0;100.0;0.0
2019;Cracow University of Technology;Immunology and Microbiology;None;None;None;None;None;None;None;None
2020;Cracow University of Technology;Immunology and Microbiology;0.0;0.0;2.0;0.0;0.0;0.0;100.0;0.0
2021;Cracow University of Technology;Immunology and Microbiology;0.0;1.0;1.0;0.0;0.0;50.0;50.0;0.0
2022;Cracow University of Technology;Immunology and Microbiology;0.0;1.0;0.0;0.0;0.0;100.0;0.0;0.0
2023;Cracow University of Technology;Immunology and Microbiology;0.0;0.0;1.0;0.0;0.0;0.0;100.0;0.0
2012;University of Białystok;Immunology and Microbiology;None;None;None;None;None;None;None;None
2013;University of Białystok;Immunology and Microbiology;2.0;3.0;3.0;0.0;25.0;37.5;37.5;0.0
2014;University of Białystok;Immunology and Microbiology;1.0;3.0;2.0;0.0;16.666668;50.0;33.333336;0.0
2015;University of Białystok;Immunology and Microbiology;0.0;2.0;2.0;0.0;0.0;50.0;50.0;0.0
2016;University of Białystok;Immunology and Microbiology;1.0;1.0;2.0;0.0;25.0;25.0;50.0;0.0
2017;University of Białystok;Immunology and Microbiology;3.0;2.0;2.0;0.0;42.857143;28.57143;28.57143;0.0
2018;University of Białystok;Immunology and Microbiology;1.0;1.0;4.0;0.0;16.666668;16.666668;66.66667;0.0
2019;University of Białystok;Immunology and Microbiology;0.0;3.0;5.0;0.0;0.0;37.5;62.5;0.0
2020;University of Białystok;Immunology and Microbiology;1.0;3.0;7.0;0.0;9.090909;27.272728;63.636364;0.0
2021;University of Białystok;Immunology and Microbiology;3.0;3.0;4.0;1.0;27.272728;27.272728;36.363636;9.090909
2022;University of Białystok;Immunology and Microbiology;0.0;2.0;4.0;0.0;0.0;33.333336;66.66667;0.0
2023;University of Białystok;Immunology and Microbiology;0.0;1.0;0.0;0.0;0.0;100.0;0.0;0.0
2012;Warsaw University of Technology;Immunology and Microbiology;2.0;4.0;2.0;0.0;25.0;50.0;25.0;0.0
2013;Warsaw University of Technology;Immunology and Microbiology;3.0;0.0;2.0;0.0;60.000004;0.0;40.0;0.0
2014;Warsaw University of Technology;Immunology and Microbiology;0.0;4.0;6.0;2.0;0.0;33.333336;50.0;16.666668
2015;Warsaw University of Technology;Immunology and Microbiology;1.0;1.0;2.0;0.0;25.0;25.0;50.0;0.0
2016;Warsaw University of Technology;Immunology and Microbiology;3.0;3.0;3.0;0.0;33.333336;33.333336;33.333336;0.0
2017;Warsaw University of Technology;Immunology and Microbiology;2.0;5.0;3.0;0.0;20.0;50.0;30.000002;0.0
2018;Warsaw University of Technology;Immunology and Microbiology;1.0;1.0;3.0;0.0;20.0;20.0;60.000004;0.0
2019;Warsaw University of Technology;Immunology and Microbiology;2.0;3.0;2.0;0.0;28.57143;42.857143;28.57143;0.0
2020;Warsaw University of Technology;Immunology and Microbiology;0.0;4.0;3.0;0.0;0.0;57.14286;42.857143;0.0
2021;Warsaw University of Technology;Immunology and Microbiology;1.0;5.0;3.0;0.0;11.111112;55.555557;33.333336;0.0
2022;Warsaw University of Technology;Immunology and Microbiology;2.0;5.0;1.0;0.0;25.0;62.5;12.5;0.0
2023;Warsaw University of Technology;Immunology and Microbiology;1.0;2.0;1.0;0.0;25.0;50.0;25.0;0.0
2012;Poznan University of Economics and Business;Immunology and Microbiology;None;None;None;None;None;None;None;None
2013;Poznan University of Economics and Business;Immunology and Microbiology;None;None;None;None;None;None;None;None
2014;Poznan University of Economics and Business;Immunology and Microbiology;None;None;None;None;None;None;None;None
2015;Poznan University of Economics and Business;Immunology and Microbiology;1.0;1.0;3.0;0.0;20.0;20.0;60.000004;0.0
2016;Poznan University of Economics and Business;Immunology and Microbiology;0.0;0.0;1.0;0.0;0.0;0.0;100.0;0.0
2017;Poznan University of Economics and Business;Immunology and Microbiology;1.0;2.0;0.0;0.0;33.333336;66.66667;0.0;0.0
2018;Poznan University of Economics and Business;Immunology and Microbiology;None;None;None;None;None;None;None;None
2019;Poznan University of Economics and Business;Immunology and Microbiology;2.0;1.0;3.0;0.0;33.333336;16.666668;50.0;0.0
2020;Poznan University of Economics and Business;Immunology and Microbiology;0.0;4.0;2.0;0.0;0.0;66.66667;33.333336;0.0
2021;Poznan University of Economics and Business;Immunology and Microbiology;3.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0
2022;Poznan University of Economics and Business;Immunology and Microbiology;2.0;3.0;3.0;0.0;25.0;37.5;37.5;0.0
2023;Poznan University of Economics and Business;Immunology and Microbiology;None;None;None;None;None;None;None;None
2012;AGH University of Science and Technology;Materials Science;181.0;123.0;106.0;42.0;40.044247;27.21239;23.451326;9.292035
2013;AGH University of Science and Technology;Materials Science;220.0;129.0;125.0;55.0;41.587902;24.385633;23.62949;10.3969755
2014;AGH University of Science and Technology;Materials Science;256.0;149.0;162.0;50.0;41.491085;24.149109;26.256079;8.103727
2015;AGH University of Science and Technology;Materials Science;272.0;170.0;196.0;57.0;39.13669;24.460432;28.20144;8.201439
2016;AGH University of Science and Technology;Materials Science;278.0;183.0;223.0;36.0;38.61111;25.416666;30.972221;5.0
2017;AGH University of Science and Technology;Materials Science;213.0;175.0;208.0;46.0;33.17757;27.258566;32.398754;7.165109
2018;AGH University of Science and Technology;Materials Science;208.0;183.0;240.0;47.0;30.678467;26.99115;35.39823;6.9321537
2019;AGH University of Science and Technology;Materials Science;180.0;187.0;186.0;52.0;29.752068;30.909092;30.743801;8.595041
2020;AGH University of Science and Technology;Materials Science;158.0;210.0;213.0;42.0;25.361156;33.707867;34.189407;6.741573
2021;AGH University of Science and Technology;Materials Science;165.0;197.0;203.0;35.0;27.5;32.833336;33.833332;5.8333335
2022;AGH University of Science and Technology;Materials Science;147.0;203.0;187.0;23.0;26.249998;36.25;33.39286;4.107143
2023;AGH University of Science and Technology;Materials Science;44.0;99.0;76.0;9.0;19.298244;43.421055;33.333336;3.9473681
2012;Białystok University of Technology;Materials Science;8.0;5.0;13.0;7.0;24.242424;15.151516;39.39394;21.212122
2013;Białystok University of Technology;Materials Science;33.0;12.0;18.0;18.0;40.74074;14.814815;22.222223;22.222223
2014;Białystok University of Technology;Materials Science;29.0;8.0;15.0;7.0;49.152542;13.559322;25.423729;11.864407
2015;Białystok University of Technology;Materials Science;26.0;14.0;20.0;7.0;38.80597;20.895523;29.850746;10.447762
2016;Białystok University of Technology;Materials Science;23.0;21.0;31.0;10.0;27.058825;24.705883;36.47059;11.764706
2017;Białystok University of Technology;Materials Science;26.0;17.0;38.0;20.0;25.742575;16.831682;37.623764;19.801981
2018;Białystok University of Technology;Materials Science;31.0;12.0;27.0;13.0;37.349396;14.45783;32.53012;15.662651
2019;Białystok University of Technology;Materials Science;33.0;23.0;32.0;23.0;29.72973;20.72072;28.828829;20.72072
2020;Białystok University of Technology;Materials Science;37.0;40.0;44.0;14.0;27.407408;29.62963;32.59259;10.37037
2021;Białystok University of Technology;Materials Science;28.0;35.0;31.0;8.0;27.450981;34.31373;30.392159;7.8431377
2022;Białystok University of Technology;Materials Science;20.0;40.0;49.0;11.0;16.666668;33.333336;40.833332;9.166667
2023;Białystok University of Technology;Materials Science;12.0;16.0;25.0;4.0;21.052631;28.070175;43.85965;7.017544
2012;Cracow University of Technology;Materials Science;43.0;14.0;29.0;9.0;45.26316;14.736841;30.526316;9.473684
2013;Cracow University of Technology;Materials Science;42.0;24.0;23.0;27.0;36.206894;20.689655;19.827587;23.275862
2014;Cracow University of Technology;Materials Science;26.0;25.0;35.0;11.0;26.804123;25.773195;36.082474;11.340206
2015;Cracow University of Technology;Materials Science;40.0;32.0;34.0;13.0;33.613445;26.890759;28.57143;10.92437
2016;Cracow University of Technology;Materials Science;64.0;28.0;37.0;29.0;40.50633;17.72152;23.41772;18.354431
2017;Cracow University of Technology;Materials Science;51.0;26.0;53.0;28.0;32.27848;16.455696;33.544304;17.72152
2018;Cracow University of Technology;Materials Science;104.0;41.0;75.0;56.0;37.68116;14.855072;27.173912;20.289854
2019;Cracow University of Technology;Materials Science;101.0;51.0;74.0;105.0;30.513596;15.407854;22.356495;31.722054
2020;Cracow University of Technology;Materials Science;74.0;48.0;87.0;27.0;31.355932;20.338982;36.864407;11.440678
2021;Cracow University of Technology;Materials Science;72.0;91.0;72.0;10.0;29.387754;37.142857;29.387754;4.0816326
2022;Cracow University of Technology;Materials Science;48.0;107.0;75.0;10.0;20.0;44.583332;31.25;4.166667
2023;Cracow University of Technology;Materials Science;18.0;35.0;28.0;9.0;20.0;38.88889;31.111113;10.0
2012;University of Białystok;Materials Science;7.0;10.0;4.0;2.0;30.434782;43.47826;17.391304;8.695652
2013;University of Białystok;Materials Science;9.0;10.0;6.0;1.0;34.615387;38.46154;23.076923;3.846154
2014;University of Białystok;Materials Science;3.0;16.0;7.0;2.0;10.714286;57.14286;25.0;7.1428576
2015;University of Białystok;Materials Science;11.0;21.0;8.0;2.0;26.190477;50.0;19.047619;4.7619047
2016;University of Białystok;Materials Science;4.0;23.0;6.0;3.0;11.111112;63.88889;16.666668;8.333334
2017;University of Białystok;Materials Science;6.0;26.0;6.0;1.0;15.384616;66.66667;15.384616;2.5641026
2018;University of Białystok;Materials Science;7.0;19.0;5.0;1.0;21.875;59.375;15.625;3.125
2019;University of Białystok;Materials Science;6.0;19.0;10.0;1.0;16.666668;52.77778;27.777779;2.777778
2020;University of Białystok;Materials Science;6.0;21.0;15.0;1.0;13.953489;48.837208;34.88372;2.3255813
2021;University of Białystok;Materials Science;2.0;16.0;17.0;0.0;5.714286;45.714287;48.57143;0.0
2022;University of Białystok;Materials Science;4.0;12.0;19.0;0.0;11.428572;34.285717;54.285717;0.0
2023;University of Białystok;Materials Science;3.0;9.0;7.0;0.0;15.789473;47.368423;36.842106;0.0
2012;Warsaw University of Technology;Materials Science;134.0;106.0;150.0;53.0;30.248308;23.927765;33.860046;11.963882
2013;Warsaw University of Technology;Materials Science;148.0;139.0;126.0;50.0;31.965443;30.021599;27.213823;10.799136
2014;Warsaw University of Technology;Materials Science;149.0;149.0;138.0;40.0;31.30252;31.30252;28.991598;8.403361
2015;Warsaw University of Technology;Materials Science;184.0;177.0;174.0;44.0;31.778929;30.569946;30.051813;7.599309
2016;Warsaw University of Technology;Materials Science;215.0;158.0;207.0;61.0;33.541344;24.648985;32.293293;9.51638
2017;Warsaw University of Technology;Materials Science;170.0;193.0;219.0;48.0;26.984129;30.634922;34.761906;7.619048
2018;Warsaw University of Technology;Materials Science;257.0;190.0;206.0;60.0;36.04488;26.647966;28.892004;8.415147
2019;Warsaw University of Technology;Materials Science;201.0;180.0;213.0;67.0;30.408472;27.231466;32.223904;10.136157
2020;Warsaw University of Technology;Materials Science;135.0;202.0;199.0;38.0;23.519165;35.19164;34.66899;6.6202087
2021;Warsaw University of Technology;Materials Science;140.0;182.0;259.0;33.0;22.801302;29.641693;42.18241;5.374593
2022;Warsaw University of Technology;Materials Science;107.0;196.0;225.0;30.0;19.175629;35.12545;40.322582;5.376344
2023;Warsaw University of Technology;Materials Science;37.0;68.0;84.0;5.0;19.072165;35.051544;43.29897;2.5773196
2012;Poznan University of Economics and Business;Materials Science;0.0;1.0;1.0;0.0;0.0;50.0;50.0;0.0
2013;Poznan University of Economics and Business;Materials Science;1.0;2.0;2.0;0.0;20.0;40.0;40.0;0.0
2014;Poznan University of Economics and Business;Materials Science;2.0;0.0;4.0;0.0;33.333336;0.0;66.66667;0.0
2015;Poznan University of Economics and Business;Materials Science;1.0;0.0;4.0;0.0;20.0;0.0;80.0;0.0
