year;universityId;subjectAreaId;threshold1Value;threshold1PercentageValue;threshold5Value;threshold5PercentageValue;threshold10Value;threshold10PercentageValue;threshold25Value;threshold25PercentageValue
2015;AGH University of Science and Technology;Environmental Science;5.0;5.4347825;10.0;10.869565;26.0;28.260868;43.0;46.739132
2016;AGH University of Science and Technology;Environmental Science;2.0;0.9569378;13.0;6.2200956;28.0;13.397129;43.0;20.574163
2017;AGH University of Science and Technology;Environmental Science;4.0;1.754386;14.0;6.140351;26.0;11.403508;56.0;24.561403
2018;AGH University of Science and Technology;Environmental Science;3.0;1.3043478;10.0;4.347826;22.0;9.565217;44.0;19.130434
2019;AGH University of Science and Technology;Environmental Science;3.0;1.010101;18.0;6.060606;29.0;9.76431;64.0;21.54882
2020;AGH University of Science and Technology;Environmental Science;6.0;3.1088083;27.0;13.989637;41.0;21.243523;104.0;53.88601
2021;AGH University of Science and Technology;Environmental Science;4.0;2.1276596;39.0;20.744682;49.0;26.06383;98.0;52.12766
2022;AGH University of Science and Technology;Environmental Science;2.0;1.2121211;44.0;26.666668;52.0;31.515152;107.0;64.84848
2023;AGH University of Science and Technology;Environmental Science;1.0;1.7241379;15.0;25.862068;18.0;31.034481;40.0;68.965515
2012;Białystok University of Technology;Environmental Science;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2013;Białystok University of Technology;Environmental Science;0.0;0.0;0.0;0.0;1.0;5.263158;1.0;5.263158
2014;Białystok University of Technology;Environmental Science;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.125
2015;Białystok University of Technology;Environmental Science;0.0;0.0;0.0;0.0;0.0;0.0;3.0;6.0
2016;Białystok University of Technology;Environmental Science;0.0;0.0;0.0;0.0;4.0;7.692308;8.0;15.384616
2017;Białystok University of Technology;Environmental Science;0.0;0.0;0.0;0.0;4.0;5.882353;5.0;7.3529415
2018;Białystok University of Technology;Environmental Science;0.0;0.0;0.0;0.0;2.0;2.0;8.0;8.0
2019;Białystok University of Technology;Environmental Science;0.0;0.0;0.0;0.0;1.0;1.0416667;6.0;6.25
2020;Białystok University of Technology;Environmental Science;0.0;0.0;5.0;6.1728396;10.0;12.345679;25.0;30.864197
2021;Białystok University of Technology;Environmental Science;0.0;0.0;5.0;6.5789475;8.0;10.526316;31.0;40.789474
2022;Białystok University of Technology;Environmental Science;0.0;0.0;7.0;7.692308;8.0;8.791209;34.0;37.362637
2023;Białystok University of Technology;Environmental Science;0.0;0.0;2.0;8.0;3.0;12.0;5.0;20.0
2012;Cracow University of Technology;Environmental Science;0.0;0.0;0.0;0.0;2.0;15.384616;5.0;38.46154
2013;Cracow University of Technology;Environmental Science;1.0;7.1428576;1.0;7.1428576;1.0;7.1428576;3.0;21.428572
2014;Cracow University of Technology;Environmental Science;0.0;0.0;0.0;0.0;2.0;7.4074073;4.0;14.814815
2015;Cracow University of Technology;Environmental Science;0.0;0.0;0.0;0.0;10.0;29.411766;14.0;41.17647
2016;Cracow University of Technology;Environmental Science;0.0;0.0;3.0;5.357143;4.0;7.1428576;10.0;17.857143
2017;Cracow University of Technology;Environmental Science;2.0;2.4390242;5.0;6.097561;9.0;10.97561;18.0;21.95122
2018;Cracow University of Technology;Environmental Science;0.0;0.0;1.0;1.0526316;15.0;15.789473;19.0;20.0
2019;Cracow University of Technology;Environmental Science;0.0;0.0;24.0;16.32653;30.0;20.408163;35.0;23.809525
2020;Cracow University of Technology;Environmental Science;0.0;0.0;14.0;18.181818;17.0;22.077923;34.0;44.155846
2021;Cracow University of Technology;Environmental Science;0.0;0.0;24.0;18.897638;30.0;23.622047;60.0;47.244095
2022;Cracow University of Technology;Environmental Science;0.0;0.0;23.0;20.90909;30.0;27.272728;64.0;58.181816
2023;Cracow University of Technology;Environmental Science;1.0;2.9411764;14.0;41.17647;17.0;50.0;26.0;76.47059
2012;University of Białystok;Environmental Science;2.0;9.523809;3.0;14.285715;5.0;23.809525;10.0;47.61905
2013;University of Białystok;Environmental Science;1.0;5.0;3.0;15.000001;7.0;35.0;11.0;55.0
2014;University of Białystok;Environmental Science;0.0;0.0;0.0;0.0;1.0;6.25;4.0;25.0
2015;University of Białystok;Environmental Science;0.0;0.0;1.0;9.090909;2.0;18.181818;6.0;54.545456
2016;University of Białystok;Environmental Science;0.0;0.0;1.0;7.692308;2.0;15.384616;5.0;38.46154
2017;University of Białystok;Environmental Science;0.0;0.0;0.0;0.0;1.0;5.0;6.0;30.000002
2018;University of Białystok;Environmental Science;0.0;0.0;0.0;0.0;4.0;18.181818;14.0;63.636364
2019;University of Białystok;Environmental Science;0.0;0.0;1.0;3.4482758;4.0;13.793103;6.0;20.689655
2020;University of Białystok;Environmental Science;0.0;0.0;2.0;7.1428576;7.0;25.0;11.0;39.285713
2021;University of Białystok;Environmental Science;0.0;0.0;7.0;19.444445;9.0;25.0;25.0;69.44444
2022;University of Białystok;Environmental Science;2.0;4.0816326;12.0;24.489796;16.0;32.65306;31.0;63.265305
2023;University of Białystok;Environmental Science;0.0;0.0;3.0;16.666668;7.0;38.88889;10.0;55.555557
2012;Warsaw University of Technology;Environmental Science;0.0;0.0;2.0;6.25;7.0;21.875;12.0;37.5
2013;Warsaw University of Technology;Environmental Science;2.0;4.347826;7.0;15.217391;10.0;21.73913;17.0;36.95652
2014;Warsaw University of Technology;Environmental Science;3.0;6.25;3.0;6.25;10.0;20.833332;17.0;35.416664
2015;Warsaw University of Technology;Environmental Science;4.0;6.349207;6.0;9.523809;17.0;26.984129;29.0;46.031746
2016;Warsaw University of Technology;Environmental Science;1.0;1.1627907;6.0;6.9767447;18.0;20.930233;30.0;34.88372
2017;Warsaw University of Technology;Environmental Science;2.0;1.8867924;9.0;8.490566;18.0;16.981133;29.0;27.35849
2018;Warsaw University of Technology;Environmental Science;3.0;2.189781;5.0;3.6496348;24.0;17.518248;33.0;24.087591
2019;Warsaw University of Technology;Environmental Science;0.0;0.0;15.0;9.375;21.0;13.124999;34.0;21.25
2020;Warsaw University of Technology;Environmental Science;1.0;0.7692308;21.0;16.153847;29.0;22.307692;64.0;49.23077
2021;Warsaw University of Technology;Environmental Science;1.0;0.7407407;6.0;4.4444447;23.0;17.037037;63.0;46.666668
2022;Warsaw University of Technology;Environmental Science;0.0;0.0;19.0;14.074074;32.0;23.703703;94.0;69.62963
2023;Warsaw University of Technology;Environmental Science;2.0;2.8169014;17.0;23.943663;21.0;29.577463;41.0;57.746475
2012;Poznan University of Economics and Business;Environmental Science;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2013;Poznan University of Economics and Business;Environmental Science;0.0;0.0;0.0;0.0;2.0;33.333336;3.0;50.0
2014;Poznan University of Economics and Business;Environmental Science;0.0;0.0;0.0;0.0;4.0;66.66667;4.0;66.66667
2015;Poznan University of Economics and Business;Environmental Science;0.0;0.0;0.0;0.0;2.0;22.222223;2.0;22.222223
2016;Poznan University of Economics and Business;Environmental Science;0.0;0.0;0.0;0.0;4.0;36.363636;5.0;45.454548
2017;Poznan University of Economics and Business;Environmental Science;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018;Poznan University of Economics and Business;Environmental Science;0.0;0.0;0.0;0.0;0.0;0.0;4.0;23.529411
2019;Poznan University of Economics and Business;Environmental Science;0.0;0.0;2.0;9.090909;6.0;27.272728;8.0;36.363636
2020;Poznan University of Economics and Business;Environmental Science;1.0;2.857143;4.0;11.428572;6.0;17.142859;30.0;85.71429
2021;Poznan University of Economics and Business;Environmental Science;0.0;0.0;3.0;8.108108;7.0;18.918919;23.0;62.162163
2022;Poznan University of Economics and Business;Environmental Science;0.0;0.0;2.0;5.263158;5.0;13.157895;16.0;42.105263
2023;Poznan University of Economics and Business;Environmental Science;0.0;0.0;2.0;28.57143;3.0;42.857143;4.0;57.14286
2012;AGH University of Science and Technology;Immunology and Microbiology;None;None;None;None;None;None;None;None
2013;AGH University of Science and Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2014;AGH University of Science and Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;1.0;33.333336;1.0;33.333336
2015;AGH University of Science and Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;1.0;25.0
2016;AGH University of Science and Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;1.0;16.666668
2017;AGH University of Science and Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018;AGH University of Science and Technology;Immunology and Microbiology;0.0;0.0;1.0;20.0;1.0;20.0;1.0;20.0
2019;AGH University of Science and Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;2.0;33.333336;3.0;50.0
2020;AGH University of Science and Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;2.0;33.333336;3.0;50.0
2021;AGH University of Science and Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022;AGH University of Science and Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;3.0;37.5
2023;AGH University of Science and Technology;Immunology and Microbiology;0.0;0.0;1.0;50.0;1.0;50.0;1.0;50.0
2012;Białystok University of Technology;Immunology and Microbiology;None;None;None;None;None;None;None;None
2013;Białystok University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2014;Białystok University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2015;Białystok University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;1.0;50.0
2016;Białystok University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017;Białystok University of Technology;Immunology and Microbiology;None;None;None;None;None;None;None;None
2018;Białystok University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;1.0;20.0
2019;Białystok University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;1.0;20.0;1.0;20.0
2020;Białystok University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021;Białystok University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;1.0;50.0
2022;Białystok University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;1.0;12.5
2023;Białystok University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;1.0;100.0
2012;Cracow University of Technology;Immunology and Microbiology;None;None;None;None;None;None;None;None
2013;Cracow University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;1.0;33.333336
2014;Cracow University of Technology;Immunology and Microbiology;None;None;None;None;None;None;None;None
2015;Cracow University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;1.0;100.0
2016;Cracow University of Technology;Immunology and Microbiology;None;None;None;None;None;None;None;None
2017;Cracow University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018;Cracow University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019;Cracow University of Technology;Immunology and Microbiology;None;None;None;None;None;None;None;None
2020;Cracow University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;1.0;50.0;1.0;50.0
2021;Cracow University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022;Cracow University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023;Cracow University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;1.0;100.0
2012;University of Białystok;Immunology and Microbiology;None;None;None;None;None;None;None;None
2013;University of Białystok;Immunology and Microbiology;0.0;0.0;0.0;0.0;1.0;14.285715;4.0;57.14286
2014;University of Białystok;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2015;University of Białystok;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;2.0;50.0
2016;University of Białystok;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017;University of Białystok;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.285715
2018;University of Białystok;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;3.0;50.0
2019;University of Białystok;Immunology and Microbiology;0.0;0.0;0.0;0.0;2.0;25.0;3.0;37.5
2020;University of Białystok;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;3.0;27.272728
2021;University of Białystok;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;2.0;20.0
2022;University of Białystok;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;3.0;50.0
2023;University of Białystok;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;1.0;100.0
2012;Warsaw University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;2.0;28.57143
2013;Warsaw University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2014;Warsaw University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;1.0;8.333334
2015;Warsaw University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;1.0;25.0
2016;Warsaw University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;3.0;33.333336
2017;Warsaw University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;2.0;20.0;4.0;40.0
2018;Warsaw University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019;Warsaw University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;3.0;42.857143;4.0;57.14286
2020;Warsaw University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.285715
2021;Warsaw University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;4.0;44.444447
2022;Warsaw University of Technology;Immunology and Microbiology;0.0;0.0;0.0;0.0;1.0;12.5;2.0;25.0
2023;Warsaw University of Technology;Immunology and Microbiology;0.0;0.0;1.0;25.0;1.0;25.0;2.0;50.0
2012;Poznan University of Economics and Business;Immunology and Microbiology;None;None;None;None;None;None;None;None
2013;Poznan University of Economics and Business;Immunology and Microbiology;None;None;None;None;None;None;None;None
2014;Poznan University of Economics and Business;Immunology and Microbiology;None;None;None;None;None;None;None;None
2015;Poznan University of Economics and Business;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;1.0;20.0
2016;Poznan University of Economics and Business;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017;Poznan University of Economics and Business;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018;Poznan University of Economics and Business;Immunology and Microbiology;None;None;None;None;None;None;None;None
2019;Poznan University of Economics and Business;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;Poznan University of Economics and Business;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021;Poznan University of Economics and Business;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022;Poznan University of Economics and Business;Immunology and Microbiology;0.0;0.0;0.0;0.0;0.0;0.0;2.0;25.0
2023;Poznan University of Economics and Business;Immunology and Microbiology;None;None;None;None;None;None;None;None
2012;AGH University of Science and Technology;Materials Science;0.0;0.0;9.0;2.3872678;39.0;10.344828;118.0;31.299734
2013;AGH University of Science and Technology;Materials Science;0.0;0.0;7.0;1.4112903;51.0;10.282258;157.0;31.653225
2014;AGH University of Science and Technology;Materials Science;1.0;0.17921147;17.0;3.0465949;70.0;12.544804;206.0;36.91756
2015;AGH University of Science and Technology;Materials Science;0.0;0.0;13.0;2.233677;99.0;17.01031;228.0;39.17526
2016;AGH University of Science and Technology;Materials Science;1.0;0.15797788;25.0;3.949447;93.0;14.691943;213.0;33.64929
2017;AGH University of Science and Technology;Materials Science;1.0;0.17301038;17.0;2.9411764;84.0;14.532871;251.0;43.425606
2018;AGH University of Science and Technology;Materials Science;0.0;0.0;12.0;2.366864;61.0;12.031558;192.0;37.869823
2019;AGH University of Science and Technology;Materials Science;0.0;0.0;24.0;4.188482;93.0;16.230368;240.0;41.884815
2020;AGH University of Science and Technology;Materials Science;1.0;0.1669449;24.0;4.0066776;80.0;13.355594;233.0;38.898163
2021;AGH University of Science and Technology;Materials Science;1.0;0.1724138;21.0;3.6206896;78.0;13.448276;211.0;36.37931
2022;AGH University of Science and Technology;Materials Science;0.0;0.0;23.0;4.2830544;73.0;13.59404;218.0;40.595905
2023;AGH University of Science and Technology;Materials Science;1.0;0.44444445;11.0;4.888889;50.0;22.222223;111.0;49.333336
2012;Białystok University of Technology;Materials Science;0.0;0.0;0.0;0.0;1.0;3.125;5.0;15.625
2013;Białystok University of Technology;Materials Science;0.0;0.0;0.0;0.0;1.0;1.25;11.0;13.75
2014;Białystok University of Technology;Materials Science;0.0;0.0;0.0;0.0;1.0;1.7857144;8.0;14.285715
2015;Białystok University of Technology;Materials Science;0.0;0.0;0.0;0.0;2.0;3.2258062;8.0;12.903225
2016;Białystok University of Technology;Materials Science;0.0;0.0;2.0;2.6666667;3.0;4.0;8.0;10.666667
2017;Białystok University of Technology;Materials Science;0.0;0.0;0.0;0.0;1.0;1.0416667;10.0;10.416666
2018;Białystok University of Technology;Materials Science;0.0;0.0;1.0;1.7241379;4.0;6.8965516;15.0;25.862068
2019;Białystok University of Technology;Materials Science;0.0;0.0;0.0;0.0;2.0;1.8518518;18.0;16.666668
2020;Białystok University of Technology;Materials Science;0.0;0.0;1.0;0.8695652;5.0;4.347826;23.0;20.0
2021;Białystok University of Technology;Materials Science;0.0;0.0;0.0;0.0;10.0;10.10101;30.0;30.303032
2022;Białystok University of Technology;Materials Science;0.0;0.0;0.0;0.0;7.0;5.8333335;22.0;18.333334
2023;Białystok University of Technology;Materials Science;0.0;0.0;0.0;0.0;5.0;8.77193;15.0;26.31579
2012;Cracow University of Technology;Materials Science;0.0;0.0;4.0;5.0;5.0;6.25;23.0;28.75
2013;Cracow University of Technology;Materials Science;0.0;0.0;3.0;2.803738;8.0;7.4766355;20.0;18.69159
2014;Cracow University of Technology;Materials Science;1.0;1.2345679;6.0;7.4074073;13.0;16.049381;30.0;37.037037
2015;Cracow University of Technology;Materials Science;0.0;0.0;3.0;3.0927835;13.0;13.402061;38.0;39.17526
2016;Cracow University of Technology;Materials Science;1.0;0.71428573;7.0;5.0;16.0;11.428572;32.0;22.857143
2017;Cracow University of Technology;Materials Science;0.0;0.0;7.0;4.6357617;23.0;15.231789;41.0;27.152317
2018;Cracow University of Technology;Materials Science;0.0;0.0;4.0;2.3391814;21.0;12.280702;37.0;21.637426
2019;Cracow University of Technology;Materials Science;0.0;0.0;0.0;0.0;14.0;4.5454545;43.0;13.96104
2020;Cracow University of Technology;Materials Science;0.0;0.0;3.0;1.4778326;24.0;11.82266;58.0;28.57143
2021;Cracow University of Technology;Materials Science;0.0;0.0;3.0;1.3043478;23.0;10.0;72.0;31.304348
2022;Cracow University of Technology;Materials Science;0.0;0.0;4.0;1.8691589;26.0;12.149533;70.0;32.71028
2023;Cracow University of Technology;Materials Science;0.0;0.0;2.0;2.247191;12.0;13.483146;34.0;38.202248
2012;University of Białystok;Materials Science;0.0;0.0;0.0;0.0;6.0;26.086956;14.0;60.869564
2013;University of Białystok;Materials Science;0.0;0.0;2.0;8.0;6.0;24.0;11.0;44.0
2014;University of Białystok;Materials Science;0.0;0.0;1.0;4.166667;3.0;12.5;16.0;66.66667
2015;University of Białystok;Materials Science;0.0;0.0;1.0;2.7027028;9.0;24.324326;27.0;72.97297
2016;University of Białystok;Materials Science;0.0;0.0;5.0;14.705883;13.0;38.235294;25.0;73.52941
2017;University of Białystok;Materials Science;0.0;0.0;0.0;0.0;3.0;8.333334;19.0;52.77778
2018;University of Białystok;Materials Science;0.0;0.0;5.0;15.625;12.0;37.5;25.0;78.125
2019;University of Białystok;Materials Science;0.0;0.0;3.0;9.375;7.0;21.875;24.0;75.0
2020;University of Białystok;Materials Science;0.0;0.0;4.0;9.523809;9.0;21.428572;19.0;45.238094
2021;University of Białystok;Materials Science;0.0;0.0;2.0;5.714286;7.0;20.0;21.0;60.000004
2022;University of Białystok;Materials Science;0.0;0.0;2.0;6.060606;4.0;12.121212;17.0;51.515152
2023;University of Białystok;Materials Science;0.0;0.0;0.0;0.0;5.0;27.777779;12.0;66.66667
2012;Warsaw University of Technology;Materials Science;1.0;0.24937657;26.0;6.4837904;52.0;12.967581;139.0;34.66334
2013;Warsaw University of Technology;Materials Science;1.0;0.23041475;18.0;4.1474657;47.0;10.8294935;142.0;32.718895
2014;Warsaw University of Technology;Materials Science;0.0;0.0;15.0;3.6407769;43.0;10.436893;145.0;35.19417
2015;Warsaw University of Technology;Materials Science;0.0;0.0;23.0;4.4315996;86.0;16.570328;193.0;37.186897
2016;Warsaw University of Technology;Materials Science;2.0;0.3546099;18.0;3.1914895;82.0;14.539006;177.0;31.382978
2017;Warsaw University of Technology;Materials Science;0.0;0.0;20.0;3.521127;79.0;13.90845;211.0;37.14789
2018;Warsaw University of Technology;Materials Science;1.0;0.19305019;22.0;4.247104;63.0;12.162163;177.0;34.169884
2019;Warsaw University of Technology;Materials Science;1.0;0.16835016;29.0;4.882155;76.0;12.794612;194.0;32.65993
2020;Warsaw University of Technology;Materials Science;0.0;0.0;20.0;3.8022811;66.0;12.547529;189.0;35.93156
2021;Warsaw University of Technology;Materials Science;3.0;0.5328597;18.0;3.197158;49.0;8.703375;196.0;34.8135
2022;Warsaw University of Technology;Materials Science;3.0;0.58479536;33.0;6.432749;71.0;13.840156;213.0;41.520466
2023;Warsaw University of Technology;Materials Science;0.0;0.0;8.0;4.2328043;36.0;19.047619;90.0;47.61905
2012;Poznan University of Economics and Business;Materials Science;0.0;0.0;0.0;0.0;1.0;50.0;1.0;50.0
2013;Poznan University of Economics and Business;Materials Science;0.0;0.0;0.0;0.0;0.0;0.0;1.0;20.0
2014;Poznan University of Economics and Business;Materials Science;0.0;0.0;0.0;0.0;0.0;0.0;1.0;25.0
2015;Poznan University of Economics and Business;Materials Science;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016;Poznan University of Economics and Business;Materials Science;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017;Poznan University of Economics and Business;Materials Science;0.0;0.0;0.0;0.0;0.0;0.0;1.0;33.333336
2018;Poznan University of Economics and Business;Materials Science;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.285715
2019;Poznan University of Economics and Business;Materials Science;0.0;0.0;0.0;0.0;0.0;0.0;1.0;20.0
2020;Poznan University of Economics and Business;Materials Science;0.0;0.0;0.0;0.0;2.0;20.0;2.0;20.0
2021;Poznan University of Economics and Business;Materials Science;0.0;0.0;0.0;0.0;4.0;20.0;7.0;35.0
2022;Poznan University of Economics and Business;Materials Science;0.0;0.0;0.0;0.0;2.0;14.285715;5.0;35.714287
2023;Poznan University of Economics and Business;Materials Science;0.0;0.0;0.0;0.0;1.0;20.0;3.0;60.000004
2012;AGH University of Science and Technology;Mathematics;1.0;0.4608295;4.0;1.843318;5.0;2.3041475;31.0;14.285715
2013;AGH University of Science and Technology;Mathematics;0.0;0.0;1.0;0.5555556;9.0;5.0;33.0;18.333334
2014;AGH University of Science and Technology;Mathematics;0.0;0.0;9.0;3.5856576;14.0;5.577689;48.0;19.123507
2015;AGH University of Science and Technology;Mathematics;1.0;0.4016064;9.0;3.6144576;16.0;6.4257026;56.0;22.48996
2016;AGH University of Science and Technology;Mathematics;3.0;1.0452962;9.0;3.1358886;24.0;8.36237;83.0;28.91986
2017;AGH University of Science and Technology;Mathematics;2.0;0.6514658;13.0;4.2345276;30.0;9.771987;92.0;29.967426
2018;AGH University of Science and Technology;Mathematics;3.0;0.9933775;6.0;1.986755;25.0;8.278146;75.0;24.834438
2019;AGH University of Science and Technology;Mathematics;1.0;0.37037036;16.0;5.9259257;36.0;13.333334;112.0;41.48148
2020;AGH University of Science and Technology;Mathematics;0.0;0.0;16.0;3.7647057;44.0;10.352941;209.0;49.176468
2021;AGH University of Science and Technology;Mathematics;0.0;0.0;18.0;3.3834589;35.0;6.5789475;343.0;64.47369
2022;AGH University of Science and Technology;Mathematics;3.0;0.6302521;45.0;9.453782;67.0;14.075631;319.0;67.01681
2023;AGH University of Science and Technology;Mathematics;2.0;1.1764706;21.0;12.3529415;32.0;18.82353;119.0;70.0
2012;Białystok University of Technology;Mathematics;1.0;1.8181818;4.0;7.272727;6.0;10.909091;16.0;29.090908
2013;Białystok University of Technology;Mathematics;0.0;0.0;3.0;4.8387094;6.0;9.677419;16.0;25.80645
2014;Białystok University of Technology;Mathematics;0.0;0.0;3.0;4.054054;4.0;5.4054055;16.0;21.621622
2015;Białystok University of Technology;Mathematics;1.0;1.1494253;1.0;1.1494253;2.0;2.2988505;20.0;22.988506
2016;Białystok University of Technology;Mathematics;0.0;0.0;4.0;4.123711;15.0;15.463917;31.0;31.958761
2017;Białystok University of Technology;Mathematics;0.0;0.0;4.0;4.3956046;8.0;8.791209;17.0;18.681318
2018;Białystok University of Technology;Mathematics;0.0;0.0;5.0;6.4935064;10.0;12.987013;28.0;36.363636
2019;Białystok University of Technology;Mathematics;4.0;4.7619047;12.0;14.285715;17.0;20.238096;45.0;53.571426
2020;Białystok University of Technology;Mathematics;0.0;0.0;4.0;4.040404;11.0;11.111112;57.0;57.575756
2021;Białystok University of Technology;Mathematics;0.0;0.0;7.0;6.4814816;12.0;11.111112;68.0;62.96296
2022;Białystok University of Technology;Mathematics;0.0;0.0;12.0;11.111112;16.0;14.814815;75.0;69.44444
2023;Białystok University of Technology;Mathematics;1.0;2.5641026;9.0;23.076923;11.0;28.20513;38.0;97.4359
2012;Cracow University of Technology;Mathematics;0.0;0.0;1.0;2.5641026;3.0;7.692308;8.0;20.512821
2013;Cracow University of Technology;Mathematics;0.0;0.0;0.0;0.0;2.0;3.4482758;5.0;8.620689
2014;Cracow University of Technology;Mathematics;0.0;0.0;2.0;4.7619047;8.0;19.047619;19.0;45.238094
2015;Cracow University of Technology;Mathematics;1.0;2.0;4.0;8.0;7.0;14.0;18.0;36.0
2016;Cracow University of Technology;Mathematics;0.0;0.0;3.0;5.357143;7.0;12.5;17.0;30.357143
2017;Cracow University of Technology;Mathematics;0.0;0.0;4.0;5.7971015;15.0;21.73913;23.0;33.333336
2018;Cracow University of Technology;Mathematics;1.0;1.4492754;3.0;4.347826;11.0;15.94203;32.0;46.376812
2019;Cracow University of Technology;Mathematics;0.0;0.0;6.0;5.3097343;12.0;10.619469;43.0;38.053097
2020;Cracow University of Technology;Mathematics;0.0;0.0;8.0;7.207207;23.0;20.72072;85.0;76.57658
2021;Cracow University of Technology;Mathematics;1.0;0.6944445;13.0;9.027778;37.0;25.694445;122.0;84.72222
2022;Cracow University of Technology;Mathematics;1.0;0.9708738;15.0;14.5631075;28.0;27.184465;82.0;79.61166
2023;Cracow University of Technology;Mathematics;1.0;1.8867924;15.0;28.301886;21.0;39.622643;44.0;83.01887
2012;University of Białystok;Mathematics;0.0;0.0;0.0;0.0;0.0;0.0;3.0;7.8947363
2013;University of Białystok;Mathematics;0.0;0.0;0.0;0.0;1.0;2.5641026;17.0;43.589745
2014;University of Białystok;Mathematics;0.0;0.0;0.0;0.0;0.0;0.0;9.0;15.000001
2015;University of Białystok;Mathematics;0.0;0.0;2.0;3.125;4.0;6.25;16.0;25.0
2016;University of Białystok;Mathematics;1.0;2.2727273;2.0;4.5454545;6.0;13.636364;15.0;34.090908
